followers_count,following_count,tweet_count,listed_count,account_age_days,has_profile_pic,has_bio,bio_length,has_url_in_bio,name_has_numbers,avg_daily_tweets,follower_following_ratio,is_verified,default_theme,geo_enabled,is_bot
3364,959,1329,182,811,1,1,23,1,0,9.72,2.75,0,0,0,0
2558,1335,4237,160,3243,1,1,86,1,0,6.58,1.27,0,0,1,0
250,5406,16730,0,303,1,1,19,1,1,24.72,0.0673,0,0,0,1
198,2244,34511,1,362,0,1,48,1,1,195.72,0.218,0,0,0,1
217,2922,12630,8,4,1,1,7,0,1,37.01,0.1089,0,0,0,1
316,4448,28410,1,301,1,1,4,1,1,157.37,0.1159,0,0,0,1
2552,1918,6392,199,2673,1,1,83,1,1,2.27,3.34,0,0,0,0
4545,710,5867,124,2457,1,1,93,0,1,8.3,3.47,0,0,1,0
1510,1009,645,162,1747,1,1,129,0,0,5.31,3.33,0,0,1,0
2861,715,5506,30,3167,1,1,97,1,0,4.08,2.54,0,0,1,0
4859,405,7076,66,794,1,1,88,1,0,4.68,3.98,0,0,0,0
3901,1213,2014,162,2560,1,1,64,1,0,0.53,0.83,0,0,1,0
488,4076,30478,1,225,1,0,35,1,1,129.35,0.0125,0,1,0,1
1891,1896,7251,109,3433,1,0,159,1,1,6.38,3.9,0,0,1,0
320,2830,14213,6,234,0,0,39,1,1,24.21,0.0237,0,1,0,1
612,104,2989,70,1303,1,1,100,1,1,7.55,1.88,0,0,1,0
469,5587,35716,2,305,1,1,45,1,0,133.47,0.2672,0,1,0,1
324,4784,35635,0,132,1,0,4,1,0,108.1,0.0635,0,0,1,1
4961,1751,5997,124,1752,1,1,45,0,0,6.29,3.99,0,0,0,0
425,1179,31702,0,82,0,0,32,1,1,128.62,0.1496,0,1,0,1
64,1799,26582,5,234,1,0,9,1,1,74.08,0.0714,0,1,1,1
20,5701,42556,0,143,1,1,49,0,1,23.5,0.2981,0,1,0,1
4542,1392,5151,166,1455,1,1,57,1,0,2.22,2.01,0,0,1,0
49,3595,45900,0,73,0,0,39,1,1,91.58,0.0622,0,1,1,1
321,5195,31444,4,314,1,1,41,1,1,196.07,0.1617,0,1,1,1
343,5935,49702,5,108,1,1,14,1,1,54.13,0.0391,0,1,0,1
230,3348,9401,8,191,1,0,11,1,1,129.92,0.1547,0,0,0,1
3812,823,3391,49,3280,1,1,149,1,0,3.56,3.67,0,0,1,0
3596,300,7922,96,1252,1,1,50,1,0,6.08,1.19,0,0,0,0
253,4326,2085,0,36,0,1,58,0,1,173.11,0.2151,0,1,0,1
456,3171,23789,8,6,1,1,21,1,1,167.47,0.1472,0,1,1,1
4682,1058,6456,74,2540,1,0,145,0,0,4.41,2.28,0,0,1,0
2436,1172,307,71,3603,1,1,21,0,0,6.96,4.95,0,0,1,0
353,1967,2069,8,347,0,1,59,1,1,73.22,0.2472,0,1,0,1
1065,1418,5143,173,2630,1,1,131,0,0,5.27,2.13,0,0,1,0
211,672,44751,7,235,1,1,11,1,1,121.75,0.2906,0,1,0,1
281,2467,27605,5,180,0,1,58,1,1,32.03,0.1204,0,1,0,1
48,1264,9262,2,286,0,1,48,0,1,169.41,0.1101,0,1,0,1
875,52,3702,40,2825,1,0,56,1,1,3.07,3.76,1,0,1,0
4252,1148,1608,7,1156,1,1,153,1,0,6.11,3.3,0,0,1,0
2973,1812,7809,175,2301,1,1,20,0,1,6.76,2.5,0,0,0,0
653,1890,3090,146,3330,1,1,106,1,0,4.58,2.38,0,0,1,0
233,3873,17553,0,330,1,1,24,0,0,130.75,0.0527,0,1,0,1
319,2335,34575,5,4,1,1,57,0,1,129.66,0.1474,0,1,1,1
4615,856,3438,160,1658,1,1,119,0,0,3.75,1.76,0,0,1,0
2264,830,336,82,1816,1,1,22,0,0,4.28,1.87,0,0,0,0
3583,208,3568,116,3174,1,1,124,1,0,7.34,4.2,0,1,0,0
3011,1631,1724,119,1926,1,1,128,0,0,8.08,1.75,0,1,1,0
1860,1137,3997,155,704,1,1,144,1,0,4.22,3.92,0,0,1,0
3629,1193,789,87,1714,1,1,104,1,0,8.37,1.31,0,0,0,0
4642,595,3603,24,2174,1,1,135,1,0,1.74,4.19,0,0,1,0
405,2018,29639,5,186,1,0,13,0,1,33.56,0.2243,0,0,0,1
101,2528,31086,7,50,0,1,32,0,1,25.25,0.01,0,0,1,1
880,186,1508,54,2387,1,1,156,0,0,6.02,0.66,1,1,1,0
30,2654,34606,0,85,1,1,11,1,0,78.5,0.0254,0,1,0,1
161,2194,41025,6,386,0,0,14,0,1,104.52,0.0815,0,1,0,1
717,398,1542,34,1607,1,1,46,0,0,3.8,1.91,0,0,1,0
4770,1157,6726,174,2663,1,1,94,1,0,5.3,3.53,0,0,0,0
11,3472,39581,3,314,0,0,18,1,1,162.74,0.152,0,1,0,1
2969,744,6367,91,3560,1,1,84,1,1,3.11,2.71,0,1,1,0
1325,1970,1380,23,320,1,0,123,0,0,3.48,1.89,0,1,1,0
400,3164,19260,4,359,1,1,30,1,1,42.37,0.2549,0,1,0,1
4605,1186,6345,188,1052,1,1,82,0,0,6.31,0.99,0,1,1,0
84,335,5643,53,1489,1,1,34,0,1,6.5,4.64,0,0,1,0
3269,659,1427,157,847,1,1,28,0,0,1.06,3.53,0,0,1,0
308,3958,42274,5,52,0,1,8,1,1,127.51,0.166,0,1,0,1
723,409,7384,144,219,1,1,21,0,0,8.86,4.14,0,0,1,0
2751,1154,7411,167,298,1,1,127,1,0,5.77,2.85,0,0,1,0
64,907,36800,8,293,0,0,45,1,1,147.08,0.0422,0,1,0,1
2795,1113,7368,68,2104,1,1,92,0,0,8.68,1.1,0,1,1,0
26,1986,15965,2,28,1,1,24,1,1,109.81,0.2358,0,1,0,1
174,838,45066,9,270,0,0,18,0,1,59.38,0.2566,0,1,0,1
140,896,23854,2,125,1,0,27,1,1,58.82,0.1234,0,1,0,1
133,1499,10182,0,7,1,0,36,1,0,186.75,0.2422,0,0,1,1
3,3123,14872,9,176,1,1,44,1,1,143.95,0.0345,0,1,0,1
76,4690,40383,6,18,1,0,11,1,0,75.3,0.0518,0,1,0,1
3796,1347,7427,161,1903,1,1,89,1,1,2.84,1.69,0,0,1,0
310,1331,25552,8,142,0,0,50,0,1,78.54,0.0253,0,1,0,1
183,662,5013,4,380,1,0,15,0,1,90.83,0.088,0,0,0,1
1195,747,2290,63,494,1,1,65,1,0,6.73,2.17,0,0,1,0
246,3753,1925,9,237,0,1,40,0,1,22.02,0.1353,0,1,0,1
18,3767,34475,2,300,0,0,10,1,1,64.26,0.2221,0,1,0,1
93,1946,12830,4,356,1,0,53,1,1,34.13,0.2763,0,1,0,1
3552,469,1468,114,996,1,1,86,1,0,3.31,0.89,0,1,1,0
3109,1032,6774,31,3394,1,1,32,0,1,2.79,2.81,0,0,0,0
456,4275,15656,5,337,0,1,55,1,0,101.99,0.2027,0,1,0,1
4157,367,869,171,2023,1,1,89,1,0,7.05,0.51,0,1,0,0
1844,543,3172,187,2617,1,1,111,0,0,4.37,2.38,0,0,1,0
8,5405,45035,5,98,0,0,5,1,1,37.15,0.2566,0,1,0,1
1874,1766,7793,46,1312,1,1,84,1,0,8.56,3.79,0,0,0,0
225,5627,21703,0,303,1,1,2,0,1,169.31,0.0432,0,1,1,1
3536,86,7212,109,1040,1,1,136,0,0,4.97,4.08,0,0,0,0
1382,1323,2681,146,3388,1,1,20,1,0,5.39,4.33,0,0,1,0
297,3228,8749,8,240,0,1,48,1,1,184.17,0.2522,0,1,0,1
2997,1080,3665,191,385,1,1,101,0,1,8.53,2.64,0,0,0,0
133,657,31373,9,206,0,1,27,1,1,22.81,0.2791,0,0,0,1
2725,563,6670,77,2564,1,1,78,1,0,5.58,2.85,0,0,1,0
124,3030,33580,6,134,1,1,19,0,1,93.49,0.1449,0,0,0,1
3142,1252,5487,43,883,1,1,133,1,0,4.76,2.02,0,0,1,0
328,1653,48361,7,381,1,1,38,1,1,63.81,0.2614,0,1,0,1
69,5030,35457,9,133,0,0,10,1,1,51.54,0.1635,0,0,0,1
455,4426,23268,6,393,1,0,49,0,1,111.22,0.0944,0,1,0,1
4196,1610,2736,152,1885,1,1,64,1,0,4.94,3.36,0,0,0,0
320,4698,17524,2,358,1,0,4,0,1,172.42,0.0729,0,1,0,1
135,1448,7643,9,239,1,0,11,1,0,59.09,0.0043,0,0,1,1
4221,60,3710,123,2035,1,1,114,0,0,4.95,1.94,0,0,1,0
3486,147,7217,126,576,1,1,136,1,0,5.45,3.68,0,0,1,0
4779,421,6969,6,795,1,1,59,1,0,5.17,4.42,0,0,0,0
105,898,1649,145,3096,1,1,125,0,0,6.29,1.92,0,0,0,0
493,5708,2168,4,19,1,1,5,0,1,178.51,0.1533,0,1,0,1
2596,746,4458,193,2475,1,1,108,0,0,1.62,1.82,0,0,1,0
1009,118,6328,60,3417,1,1,70,1,0,3.69,2.26,0,0,1,0
1980,601,4052,56,3347,1,1,61,1,0,2.47,4.11,0,0,1,0
4156,1704,6046,67,2594,1,1,57,1,1,2.83,2.7,0,0,1,0
3284,1895,3247,164,1092,1,1,136,0,1,6.42,1.73,0,1,1,0
3806,171,4978,50,2457,1,1,48,1,0,4.89,4.71,0,0,0,0
825,315,6880,29,2242,1,1,71,1,1,9.48,4.34,0,1,1,0
4186,1932,4207,100,1604,1,1,106,0,0,4.38,3.94,0,0,1,0
2812,633,7277,194,569,1,1,41,0,1,6.68,2.54,0,0,1,0
462,4741,30418,0,251,1,1,27,1,0,172.37,0.0254,0,1,0,1
260,4445,16600,5,212,1,1,50,1,1,163.98,0.2284,0,1,1,1
1869,275,2923,86,3244,1,1,112,0,0,9.79,2.48,0,0,1,0
4394,1397,2810,96,2137,1,1,41,0,0,2.29,4.23,0,0,1,0
1398,943,1349,101,2683,1,1,145,0,0,1.74,4.76,0,1,1,0
3117,1362,6571,97,1131,1,1,88,1,0,8.8,3.69,0,1,0,0
327,1581,17110,3,279,1,1,26,0,1,145.63,0.1731,0,0,0,1
109,5201,26402,2,96,0,0,44,1,1,138.95,0.247,0,1,1,1
381,1854,22737,0,177,1,0,35,0,1,42.45,0.0116,0,0,0,1
1350,1444,2975,86,1203,1,1,137,0,0,8.04,0.91,0,0,1,0
2866,1499,582,3,2494,1,1,24,0,0,2.67,3.04,0,1,0,0
362,5397,9177,2,105,1,0,46,1,1,74.92,0.2382,0,1,1,1
91,816,19312,7,103,1,1,18,1,1,31.74,0.1193,0,1,1,1
2019,619,1738,167,392,1,1,100,1,1,8.72,0.95,0,0,1,0
2951,1551,814,98,737,1,1,101,0,1,5.2,3.71,0,1,1,0
3278,1597,3459,130,2142,1,1,21,0,0,6.61,0.81,0,0,1,0
4633,1563,6002,26,1429,1,1,36,0,0,6.26,4.76,0,0,1,0
312,2126,26931,2,187,0,0,52,0,1,42.0,0.1707,0,1,1,1
1981,1214,7722,147,395,1,1,85,1,0,9.63,1.7,0,1,0,0
147,568,23881,1,185,0,1,47,0,1,183.73,0.0266,0,0,1,1
3536,52,2662,101,316,1,1,34,1,0,6.9,1.93,0,0,1,0
2847,1732,6648,112,3445,1,1,71,0,0,6.88,0.99,0,0,1,0
3646,842,2109,9,942,1,1,86,0,0,9.5,4.03,0,1,1,0
171,1302,26992,1,321,1,1,48,1,0,25.07,0.1573,0,1,0,1
2899,1470,1562,118,3276,1,1,99,1,0,5.92,1.54,0,0,1,0
421,3934,37809,6,187,1,0,45,1,1,85.98,0.2897,0,1,0,1
4214,355,2050,48,2978,1,0,99,0,0,2.75,4.06,1,0,1,0
474,3752,29223,8,12,1,1,50,0,1,30.17,0.2988,0,1,0,1
4974,684,385,120,2840,1,1,136,0,0,6.14,2.67,0,1,1,0
843,734,4140,43,3359,1,1,86,1,0,8.71,1.49,0,1,1,0
339,3369,27372,4,226,1,0,19,1,1,22.03,0.2768,0,1,0,1
458,5765,27248,5,147,1,1,13,1,1,149.64,0.1745,0,1,0,1
62,3056,43520,1,111,0,1,47,1,1,67.83,0.1248,0,1,0,1
219,4594,40313,3,323,1,0,16,1,1,110.19,0.294,0,1,0,1
2981,575,402,128,3405,1,1,74,1,0,4.25,0.37,0,0,0,0
296,560,43136,8,69,1,1,0,0,1,170.48,0.0981,0,1,0,1
204,3422,8715,3,3,1,1,26,0,1,32.95,0.0122,0,1,0,1
1757,642,7460,48,2130,1,1,64,0,0,1.4,0.33,0,0,0,0
749,762,2490,111,719,1,1,29,0,0,2.96,2.63,0,0,1,0
183,1334,7817,160,1702,1,1,113,1,0,4.24,2.19,0,0,1,0
65,712,17744,0,61,0,1,56,1,1,167.49,0.1948,0,1,0,1
423,919,11548,6,5,1,1,7,1,1,28.18,0.0421,0,1,0,1
441,5586,35754,5,62,0,0,19,1,1,169.78,0.1089,0,0,1,1
2044,1536,6286,156,292,1,1,91,1,0,5.96,1.86,0,0,1,0
4598,1385,3965,60,1662,1,1,33,1,0,9.77,4.73,0,0,1,0
383,1337,13363,5,70,1,0,23,1,1,36.98,0.1619,0,1,0,1
63,5549,39002,5,208,1,0,50,1,1,55.34,0.2104,0,0,0,1
350,1995,17439,0,134,0,0,55,1,1,173.06,0.2715,0,0,0,1
1200,776,3038,41,1659,1,1,120,1,0,5.39,0.36,0,0,1,0
307,5025,43589,3,234,1,0,33,1,0,55.74,0.0827,0,1,1,1
573,565,919,188,2002,1,1,64,0,0,2.17,0.95,0,0,0,0
3694,1203,5793,173,2732,1,1,112,1,0,4.6,4.3,0,0,1,0
2522,1730,4692,1,740,1,1,63,1,0,5.21,0.72,0,1,0,0
3286,1594,4506,99,2705,1,1,28,1,0,7.92,0.74,0,1,0,0
1216,1558,5639,27,3011,1,1,36,1,0,4.94,3.88,0,1,1,0
1392,637,5040,192,1413,1,1,154,0,0,5.08,4.36,0,0,1,0
383,1406,28860,5,24,1,1,43,1,1,31.89,0.0256,0,1,0,1
111,5935,36765,9,394,0,1,42,1,1,188.4,0.1962,0,1,0,1
175,1889,13342,1,312,0,1,11,1,1,197.11,0.1504,0,1,0,1
3435,711,5818,29,544,1,0,87,0,0,2.69,2.73,0,0,1,0
1769,78,982,10,3436,1,1,151,0,0,5.49,1.31,0,0,0,0
2201,1157,1927,34,2549,1,1,86,0,0,9.87,0.44,0,0,1,0
211,2429,2780,6,314,0,1,44,1,1,85.29,0.1158,0,1,1,1
111,5563,38482,7,345,1,0,21,1,1,160.14,0.0162,0,1,0,1
2020,300,1713,195,1615,1,1,113,0,0,8.79,0.76,0,0,1,0
1172,634,4548,68,2747,1,0,21,1,0,8.8,4.62,0,0,1,0
90,1585,25549,5,381,0,1,55,1,1,77.92,0.2345,0,1,0,1
2961,1800,5288,151,812,1,1,88,0,0,3.4,4.02,0,0,1,0
227,2032,11438,4,216,1,0,51,1,1,77.57,0.1765,0,0,0,1
145,2191,45374,0,311,0,1,34,1,1,98.05,0.1034,0,1,0,1
194,3111,48507,8,122,0,0,58,1,1,184.35,0.0883,0,0,0,1
494,5007,45042,6,362,0,0,27,1,1,153.27,0.0558,0,1,0,1
3650,1444,1586,150,2884,0,1,41,0,0,5.99,3.33,0,1,1,0
2346,936,3402,89,2994,1,1,48,1,1,4.22,3.53,0,0,0,0
491,1435,20439,3,13,1,1,29,0,1,134.05,0.0217,0,1,0,1
163,1249,14520,5,17,1,0,29,1,1,114.72,0.2653,0,1,0,1
231,3977,21778,2,42,1,0,17,0,1,83.24,0.1219,0,1,0,1
4225,1024,5882,186,2631,1,1,128,1,0,6.94,3.67,1,0,0,0
2091,772,2140,168,2013,1,1,21,1,1,9.62,0.49,0,0,1,0
865,1835,2963,27,2185,1,0,76,1,0,3.63,0.71,0,0,1,0
424,5430,25244,2,188,1,0,41,1,1,72.01,0.1997,0,1,1,1
2781,1302,1056,187,1731,1,1,120,1,0,5.25,4.73,0,0,0,0
278,1083,34005,5,387,0,1,6,1,0,79.34,0.0739,0,1,1,1
304,4612,21753,1,352,0,1,45,1,1,196.39,0.0844,0,1,0,1
90,3799,43129,0,343,0,1,32,1,1,81.58,0.2705,0,0,0,1
552,1337,6754,149,3631,1,1,70,1,0,7.45,3.13,0,1,1,0
40,2365,15418,6,376,0,1,41,0,1,24.47,0.1691,0,1,0,1
1217,934,2874,20,2181,1,1,121,1,0,0.5,0.72,0,1,1,0
404,4876,47579,2,304,0,1,22,1,1,199.94,0.1977,0,0,0,1
2499,1378,5539,153,1729,1,0,123,0,0,3.09,3.67,0,0,1,0
3136,1330,2808,40,3449,1,1,117,1,0,8.14,1.31,0,0,1,0
4998,471,6821,51,2554,1,1,22,1,1,3.19,0.52,0,0,1,0
473,1616,39860,3,280,0,0,46,1,1,80.08,0.2957,0,1,0,1
70,2550,18803,4,267,1,1,59,1,1,147.27,0.206,0,0,0,1
4220,1005,492,72,3116,1,1,30,1,1,5.98,2.01,0,0,1,0
342,5492,1552,2,10,1,1,28,1,0,169.9,0.2855,0,1,1,1
1066,1337,6376,153,1947,1,1,99,1,0,1.85,2.51,0,0,1,0
218,2435,35301,1,136,0,0,40,0,1,194.99,0.0638,0,0,0,1
87,2983,9945,6,262,1,0,51,1,1,169.85,0.2306,0,0,0,1
240,2196,12406,6,49,1,0,53,1,1,22.11,0.1305,0,0,0,1
260,5102,33695,6,383,1,1,42,1,1,177.49,0.1888,0,1,0,1
748,1375,2664,197,2787,1,1,72,1,0,8.2,2.66,0,1,1,0
75,2622,16701,5,351,0,0,27,0,1,145.4,0.2421,0,1,0,1
4380,986,4311,98,1476,1,1,142,0,0,2.9,1.19,0,0,1,0
217,2881,10327,9,186,1,0,40,0,1,140.82,0.1256,0,1,0,1
27,3172,33699,8,359,0,1,51,1,0,160.77,0.0174,0,1,0,1
296,742,5307,2,62,1,1,28,1,1,103.7,0.1883,0,1,1,1
81,4699,25967,8,229,0,0,44,0,1,183.02,0.2701,0,1,0,1
206,1173,2187,2,287,0,0,50,0,1,113.7,0.1172,0,0,0,1
16,5740,7073,9,177,1,1,33,1,1,190.62,0.2924,0,1,0,1
1736,151,4246,191,3353,0,1,152,1,0,1.74,1.29,0,0,1,0
176,402,2644,100,2188,1,1,134,1,0,6.17,4.89,1,0,1,0
1807,1422,5110,128,3450,0,0,76,0,0,1.77,2.5,1,0,0,0
37,3971,41097,3,314,1,1,17,1,1,72.17,0.2228,0,0,0,1
7,1257,22830,0,283,1,0,29,1,0,168.8,0.075,0,1,0,1
4064,1508,6023,137,2280,1,1,54,1,0,8.65,3.35,0,0,0,0
3241,217,4214,177,2402,1,1,139,1,0,5.71,2.03,0,0,1,0
436,5890,32602,8,150,1,1,23,1,1,160.14,0.0674,0,1,0,1
1937,1719,499,76,3630,1,1,154,0,1,5.21,3.68,0,0,0,0
392,1686,23920,3,168,1,0,51,1,1,25.69,0.1361,0,1,1,1
373,2177,24233,7,65,1,0,32,1,0,144.16,0.2672,0,1,0,1
452,4985,31209,6,70,1,1,53,1,1,178.49,0.0949,0,0,1,1
713,1072,6627,68,1659,1,1,70,1,0,4.16,3.14,0,0,0,0
488,2869,1189,0,307,1,0,46,0,1,151.99,0.1665,0,1,1,1
183,2712,35130,0,396,0,0,16,1,1,59.6,0.2392,0,0,1,1
4960,136,1411,178,333,1,1,83,1,0,6.29,1.73,0,0,1,0
2647,337,7228,190,3029,1,1,46,0,0,8.33,3.46,0,0,1,0
2089,151,7440,33,492,1,1,45,0,0,7.46,2.21,0,0,0,0
3426,503,7004,124,295,1,1,33,1,0,4.9,4.74,0,0,0,0
1581,570,5380,167,1641,1,1,50,1,1,9.23,3.22,0,0,1,0
253,5775,10756,9,49,1,0,43,1,1,103.87,0.148,0,1,0,1
280,1193,19915,8,45,1,1,28,0,1,165.79,0.223,0,1,0,1
141,1245,30805,8,156,0,1,6,0,0,23.9,0.0205,0,1,0,1
90,3704,4817,6,392,0,1,50,0,1,55.35,0.113,0,0,1,1
144,2067,11505,8,42,1,1,38,0,0,69.62,0.0486,0,1,0,1
2377,531,3122,64,2501,0,1,46,1,1,8.49,4.54,1,0,1,0
175,2249,33235,9,182,1,0,2,0,1,134.41,0.2815,0,1,0,1
32,3435,40791,0,394,1,0,26,1,1,147.75,0.1763,0,1,1,1
3825,1362,660,171,2581,1,1,144,1,0,2.87,2.62,0,0,1,0
4275,1220,2420,84,2247,1,1,97,1,0,4.21,0.55,0,0,1,0
437,3542,12659,7,7,0,1,12,1,1,130.32,0.2955,0,0,0,1
348,4978,15679,5,380,1,1,20,1,1,140.55,0.2028,0,1,0,1
127,4892,37870,0,348,1,1,7,1,0,105.59,0.1813,0,1,0,1
73,950,49737,7,383,1,0,23,1,0,185.25,0.2575,0,0,0,1
151,610,23555,6,251,1,0,7,1,1,186.46,0.0984,0,1,0,1
969,570,6435,98,3566,1,1,62,0,0,7.24,3.57,0,0,0,0
247,432,1740,17,1521,1,1,148,0,0,2.55,3.15,0,1,0,0
55,3293,42578,6,245,0,1,21,1,1,51.7,0.2824,0,0,0,1
137,1930,32279,1,123,1,1,20,0,0,119.39,0.2762,0,1,0,1
1653,1597,6736,50,2704,1,1,133,1,0,9.75,2.83,0,0,0,0
1994,1754,233,167,840,1,1,21,1,1,0.64,3.69,0,1,0,0
63,2023,39092,5,368,1,0,19,0,1,173.8,0.0786,0,0,0,1
9,2094,10909,7,339,1,0,28,1,1,199.48,0.1936,0,1,0,1
183,4450,14102,8,237,0,1,17,1,1,24.69,0.1721,0,0,0,1
276,5248,24258,1,152,0,0,23,0,1,192.68,0.278,0,1,0,1
4541,1733,4253,46,2186,1,1,48,0,0,3.17,2.92,0,0,0,0
439,2403,45590,3,188,1,0,36,1,0,50.76,0.0171,0,1,0,1
3170,1221,2047,168,2848,1,1,49,1,0,4.69,3.17,0,1,1,0
445,973,20410,3,342,0,1,32,1,1,174.95,0.2766,0,0,0,1
4414,1159,5147,73,2600,1,1,23,0,0,8.0,4.09,0,1,1,0
334,3188,29022,7,198,1,1,10,0,1,111.35,0.1895,0,1,0,1
3233,1030,3812,198,1809,1,1,59,1,0,6.86,4.6,1,0,0,0
2008,1722,4137,141,528,1,1,134,0,0,2.12,4.21,0,0,1,0
17,3302,4133,9,292,0,0,56,1,1,118.06,0.1767,0,1,0,1
140,3594,30004,4,322,0,1,49,1,1,171.27,0.0655,0,1,0,1
1852,90,3332,119,3138,1,1,62,0,0,3.48,4.58,0,0,1,0
54,4566,35528,6,181,1,0,53,1,1,91.79,0.0537,0,1,0,1
119,3671,26381,7,89,1,1,33,1,1,152.56,0.1739,0,1,0,1
3511,1444,6530,19,3021,1,1,146,0,0,3.67,2.67,0,0,1,0
2050,721,6496,91,3360,1,1,34,1,0,8.36,2.57,0,1,1,0
159,1011,41028,3,106,1,0,2,1,0,129.42,0.14,0,0,1,1
31,5853,14635,1,4,0,0,7,1,1,172.23,0.2719,0,1,0,1
14,4301,43262,6,116,1,0,35,1,1,84.82,0.1047,0,1,1,1
4802,678,1898,84,486,1,1,153,1,0,4.27,0.54,0,0,1,0
782,267,6017,136,3605,1,1,101,1,0,3.53,3.23,0,0,1,0
188,1346,25690,2,357,0,1,34,1,1,42.36,0.2881,0,0,0,1
343,3616,3565,1,311,0,1,52,1,1,72.93,0.1931,0,1,0,1
400,3265,23435,2,80,1,0,30,1,1,35.72,0.2389,0,1,0,1
326,3105,21035,5,37,0,0,19,0,1,130.09,0.0492,0,0,0,1
379,3318,27379,2,264,1,0,45,1,1,54.49,0.1894,0,1,1,1
433,1919,6024,3,97,0,0,29,1,1,181.99,0.0746,0,0,1,1
345,5543,12413,4,42,1,0,58,1,0,36.29,0.2092,0,1,0,1
1728,501,5278,175,1493,1,0,80,0,0,9.37,3.13,0,0,1,0
492,4574,8529,1,293,0,1,37,1,1,95.35,0.0395,0,1,0,1
323,1337,6483,9,62,1,0,30,0,1,95.68,0.255,0,1,1,1
1906,1826,6913,146,1809,1,1,95,1,0,0.67,4.69,0,0,1,0
1241,1846,1968,97,1450,1,0,103,1,0,1.99,4.71,0,0,1,0
2112,211,6199,56,2930,1,1,31,0,0,8.7,2.33,0,1,0,0
3118,564,751,68,957,1,1,118,1,1,2.0,2.8,0,0,1,0
62,2449,17533,6,392,1,0,19,1,0,121.41,0.2082,0,1,1,1
3722,1516,4716,2,2837,1,1,25,1,0,1.36,2.88,0,0,0,0
209,2341,12193,8,116,0,0,16,1,1,157.09,0.2768,0,1,0,1
305,5364,5432,0,227,1,0,50,1,0,107.98,0.0664,0,1,1,1
2618,104,3278,16,981,1,1,75,1,0,9.77,3.6,0,0,1,0
134,2826,33458,0,318,1,0,12,1,1,91.01,0.0543,0,0,0,1
2418,388,5375,13,3439,1,0,159,0,0,4.89,1.76,0,1,1,0
3221,1253,3723,188,2152,1,1,144,1,1,7.84,0.65,0,1,1,0
4173,1677,2745,126,1394,1,0,39,0,0,9.6,1.34,0,0,1,0
313,2458,33711,5,290,1,0,22,0,1,174.28,0.1954,0,1,1,1
1170,944,3847,67,2614,1,1,43,1,0,8.37,3.19,0,1,1,0
4870,139,3662,157,1653,1,1,36,0,0,0.82,2.02,0,0,1,0
4024,626,4895,179,3641,1,1,137,0,0,9.64,3.51,0,0,0,0
3627,821,166,3,1804,1,1,145,1,0,3.5,1.31,0,1,1,0
14,3609,8066,8,177,1,1,42,1,1,139.22,0.2314,0,1,0,1
3470,250,3471,73,3254,1,1,128,0,0,6.37,4.42,0,0,1,0
412,711,5944,138,660,1,1,36,1,0,8.59,3.86,0,1,1,0
410,5677,45499,2,57,0,0,49,0,1,90.15,0.1996,0,1,0,1
292,3544,41832,0,96,1,0,49,1,1,155.14,0.2229,0,1,1,1
250,3903,31030,1,327,1,0,30,1,0,97.18,0.113,0,0,0,1
4505,509,4385,140,1614,1,1,142,1,0,8.95,2.56,1,0,0,0
361,2160,14071,1,265,0,0,32,0,1,36.31,0.1558,0,1,0,1
374,1961,39067,4,394,1,0,30,1,1,99.25,0.2444,0,0,0,1
105,4987,12443,2,69,1,1,0,0,0,55.63,0.1188,0,1,0,1
246,3662,33036,4,354,0,1,45,1,1,38.75,0.1159,0,0,0,1
396,2194,25044,7,295,1,0,20,1,0,27.75,0.152,0,0,0,1
385,3637,44786,0,366,0,0,21,0,1,112.0,0.033,0,0,1,1
171,2634,39603,2,187,1,0,57,1,1,20.45,0.2648,0,1,1,1
4830,1665,1792,115,919,1,1,121,0,0,9.44,3.27,0,0,0,0
2824,1821,4006,107,3173,1,1,112,1,0,1.59,3.24,1,0,1,0
1543,1133,263,197,2472,1,1,22,0,0,6.76,4.71,0,0,0,0
82,5077,24510,9,216,0,0,24,1,0,166.76,0.0333,0,1,0,1
334,2016,46520,1,209,0,0,46,1,1,33.07,0.002,0,1,0,1
311,2647,36584,1,53,0,1,34,1,1,153.36,0.2391,0,1,0,1
4268,785,6357,89,1644,1,1,26,1,0,2.79,3.72,0,0,1,0
132,3801,8018,7,256,0,0,44,1,0,150.6,0.1927,0,1,1,1
949,430,1279,38,1315,1,1,60,1,0,4.55,1.36,0,0,1,0
2745,1873,2834,70,3635,1,1,129,1,0,9.1,4.4,0,0,0,0
238,1786,27013,8,51,1,1,1,1,1,79.65,0.1669,0,1,0,1
203,5141,41011,2,250,0,0,54,1,1,127.71,0.004,0,1,0,1
778,1743,2701,57,2529,1,1,142,1,0,4.65,4.65,0,0,0,0
405,1361,44968,2,235,0,0,23,0,1,167.55,0.0474,0,1,1,1
1635,1092,7943,120,3414,1,1,71,1,0,2.11,2.15,0,1,1,0
298,3213,39119,0,89,0,0,42,1,1,66.08,0.2221,0,0,0,1
4594,1297,7703,104,450,1,1,58,0,0,2.66,1.47,0,0,0,0
4592,1937,4449,42,2907,1,1,119,0,0,3.5,1.64,0,0,1,0
3220,76,7648,81,1108,1,1,99,1,0,2.43,2.54,0,0,1,0
913,1361,6362,116,1216,1,1,55,0,0,1.62,3.39,0,0,1,0
4071,996,697,11,480,1,0,149,0,0,2.44,1.83,0,0,1,0
